dataset,algorithm,n_clusters,run_id,inertia,metric,runtime,ari,purity,davies_bouldin,f_measure,kernel,param_m,param_alpha
pen-based,KMeans_FEKM,2,0,12861.97310206245,euclidean,0.2550031249993481,0.10060436691951799,0.20642285298398835,1.7338542055712844,0.2859491464111042,,,
pen-based,KMeans_FEKM,2,0,38085.47355766571,manhattan,0.2558788329770323,0.09665156821458178,0.20633187772925765,1.7713700111820327,0.28151068918381006,,,
pen-based,KMeans_FEKM,3,0,10159.615215538324,euclidean,0.2564242919906974,0.20159502372195362,0.30685953420669576,1.4329647670278927,0.38583133369359085,,,
pen-based,KMeans_FEKM,3,0,33503.68088903831,manhattan,0.2535244589962531,0.21057332122969985,0.2945778748180495,1.6605168624704056,0.38369549468019953,,,
pen-based,KMeans_FEKM,4,0,8905.647908727273,euclidean,0.26358404199709184,0.31093970739130744,0.36171761280931586,1.4657990862245125,0.4772851394077793,,,
pen-based,KMeans_FEKM,4,0,31051.96551405907,manhattan,0.27338208301807754,0.28611235512910027,0.3539847161572052,1.4418562051292505,0.4592129970373391,,,
pen-based,KMeans_FEKM,5,0,7530.492012369539,euclidean,0.2615736250008922,0.3564976147140642,0.44605167394468703,1.359745474372549,0.5326276053990306,,,
pen-based,KMeans_FEKM,5,0,28112.623677732285,manhattan,0.2675792919762898,0.34349448230472596,0.43913755458515286,1.3503291952641363,0.52695150311197,,,
pen-based,KMeans_FEKM,6,0,6629.03989094817,euclidean,0.28964774997439235,0.41879063275669787,0.5430312954876274,1.2426837750874524,0.5941180347574097,,,
pen-based,KMeans_FEKM,6,0,26032.482534213166,manhattan,0.2751397919782903,0.3895494343209943,0.5166484716157205,1.3554930347670435,0.5594845988312369,,,
pen-based,KMeans_FEKM,7,0,5999.467230865371,euclidean,0.27190074999816716,0.47277755977385655,0.5966157205240175,1.2345921740117538,0.6405862287682633,,,
pen-based,KMeans_FEKM,7,0,25261.99530224501,manhattan,0.29530058399541304,0.3764967365106442,0.5239264919941776,1.382209439177218,0.5433416135008415,,,
pen-based,KMeans_FEKM,8,0,5650.507789241137,euclidean,0.2732797499920707,0.4643535572996615,0.6068049490538574,1.282485385587281,0.6352961474800991,,,
pen-based,KMeans_FEKM,8,0,23349.829153124105,manhattan,0.28855545801343396,0.44309491280868674,0.6004366812227074,1.275053047951861,0.6143322680904286,,,
pen-based,KMeans_FEKM,9,0,5379.334010146017,euclidean,0.28799987499951385,0.5197303631628486,0.6819505094614265,1.394202100962971,0.6880825332236177,,,
pen-based,KMeans_FEKM,9,0,22590.627943329375,manhattan,0.2885457500233315,0.4620838658568687,0.6481986899563319,1.4395475830393099,0.6424970706421627,,,
pen-based,KMeans_FEKM,10,0,5062.650298496802,euclidean,0.2873698330076877,0.5118775089438066,0.7004184861717613,1.262705991669002,0.6818924054083106,,,
pen-based,KMeans_FEKM,10,0,22314.108715591134,manhattan,0.31212408299325034,0.46662990478732796,0.6555676855895196,1.3187013316801435,0.6390959272586381,,,
adult,KMeans_FEKM,2,0,180836.2130993737,euclidean,43.191018750017975,0.1800012974342615,0.7607182343065395,2.0582879121084248,0.73582313420532,,,
adult,KMeans_FEKM,2,0,380189.3558327908,manhattan,41.79984041600255,0.15838784289759492,0.7607182343065395,2.2246662069809777,0.7213158130105299,,,
adult,KMeans_FEKM,3,0,164796.8837096195,euclidean,41.7507596250216,0.04282723368046293,0.7607182343065395,2.3950625654921986,0.5457986649231297,,,
adult,KMeans_FEKM,3,0,365564.6786298565,manhattan,41.94542674999684,0.09410257314776596,0.7607182343065395,2.655748729345703,0.6732249802758152,,,
adult,KMeans_FEKM,4,0,161179.94753713705,euclidean,43.875253917009104,0.02565489722504865,0.7607182343065395,2.832182464678823,0.49074812812997615,,,
adult,KMeans_FEKM,4,0,331973.8099664042,manhattan,42.79858983302256,0.007270918871399091,0.7607182343065395,2.7086933415787535,0.49011416821585563,,,
adult,KMeans_FEKM,5,0,156384.00776049393,euclidean,42.68695324999862,0.02698635065116511,0.7607182343065395,2.5632385282014973,0.47395997536569556,,,
adult,KMeans_FEKM,5,0,338686.7336681129,manhattan,42.533260625001276,0.023826906861187012,0.7607182343065395,2.572574763771869,0.5606420394156231,,,
adult,KMeans_FEKM,6,0,151527.813677499,euclidean,42.28693741699681,0.0021158518814705526,0.7607182343065395,2.5752903389461244,0.4370734161939888,,,
adult,KMeans_FEKM,6,0,322116.50578101247,manhattan,44.600022041006014,-0.0031783589216386712,0.7607182343065395,2.4371730080777882,0.4669926775273542,,,
adult,KMeans_FEKM,7,0,145997.6523944279,euclidean,42.93237883300753,-0.017330473069110106,0.7607182343065395,2.5522735151338383,0.4281800207235824,,,
adult,KMeans_FEKM,7,0,312721.37349212676,manhattan,45.51272929101833,0.0014846493129675063,0.7607182343065395,2.4482326309603715,0.47709196797715336,,,
adult,KMeans_FEKM,8,0,143465.42957907505,euclidean,43.7803032080119,-0.024082017975876897,0.7607182343065395,2.559116736284936,0.4281627552795644,,,
adult,KMeans_FEKM,8,0,304012.71463108953,manhattan,45.25334391699289,-0.018820998188442503,0.7607182343065395,2.3584094005690694,0.428208764029382,,,
adult,KMeans_FEKM,9,0,141754.63469984586,euclidean,43.31380654202076,-0.02930905094395868,0.7607182343065395,2.5000352195966693,0.42801886384682675,,,
adult,KMeans_FEKM,9,0,297767.4941722926,manhattan,45.36344112502411,-0.027202398443495604,0.7607182343065395,2.433579641504542,0.4281800207235824,,,
adult,KMeans_FEKM,10,0,139676.2830578828,euclidean,43.71267262499896,-0.03445610178963066,0.7607182343065395,2.4929129874234555,0.42805340502061906,,,
adult,KMeans_FEKM,10,0,297708.7521844574,manhattan,44.536742583004525,-0.025057295958404308,0.7607182343065395,2.37495027991388,0.42819728568271354,,,
mushroom,KMeans_FEKM,2,0,71904.50782823094,euclidean,1.1965294159890618,0.0833097337412137,0.38749384539635645,2.002107041793712,0.4322054456422087,,,
mushroom,KMeans_FEKM,2,0,143863.08354587806,manhattan,1.1748650000081398,0.08645163828276882,0.38749384539635645,2.0094698237035766,0.4343790378220486,,,
mushroom,KMeans_FEKM,3,0,68774.82252559924,euclidean,1.1978506250015926,0.1213593478018395,0.4263909404234367,2.2643826407917698,0.4447936980622571,,,
mushroom,KMeans_FEKM,3,0,124737.45326462228,manhattan,1.220455333008431,0.09472816409480771,0.38749384539635645,1.6314813192149058,0.42350228896492653,,,
mushroom,KMeans_FEKM,4,0,58373.611401931405,euclidean,1.2485931670235004,0.13876115005897988,0.4219596258000985,1.970559626732911,0.44833072946868835,,,
mushroom,KMeans_FEKM,4,0,111818.69863509582,manhattan,1.2326774579996709,0.1504173321184068,0.5071393402264894,1.8095306515796292,0.48929017550380677,,,
mushroom,KMeans_FEKM,5,0,56133.53890424099,euclidean,1.2225540420040488,0.16658049121048082,0.44091580502215655,1.8424086293169577,0.455289068681498,,,
mushroom,KMeans_FEKM,5,0,106569.44749889954,manhattan,1.2355641670001205,0.2135099003533177,0.5320039389463319,1.828634191136444,0.5283638147991762,,,
mushroom,KMeans_FEKM,6,0,59186.88358318971,euclidean,1.291647500009276,0.1870523858165474,0.5534219596258001,1.9027675415527725,0.5132415909807275,,,
mushroom,KMeans_FEKM,6,0,100622.86160878309,manhattan,1.30472070799442,0.18726353847856278,0.51698670605613,1.8062243406169844,0.48451851410223423,,,
mushroom,KMeans_FEKM,7,0,60085.011085423976,euclidean,1.2692212499969173,0.15062273468088916,0.5420974889217134,1.6065574055039888,0.49049065519387874,,,
mushroom,KMeans_FEKM,7,0,99403.91845296689,manhattan,1.2888715410081204,0.18726920453806067,0.5199409158050221,1.711791039814306,0.483269992017292,,,
mushroom,KMeans_FEKM,8,0,48595.49358520268,euclidean,1.3122957079904154,0.21426144940269215,0.5504677498769079,1.6701927920007993,0.5093198758116918,,,
mushroom,KMeans_FEKM,8,0,92660.18615257734,manhattan,1.5339712919958401,0.20335676165976566,0.5445593303791236,1.6170948560319296,0.5053611860671351,,,
mushroom,KMeans_FEKM,9,0,47744.17634847422,euclidean,1.4367889589921106,0.21096807486938304,0.5657311669128509,1.616710816347121,0.5155116760946543,,,
mushroom,KMeans_FEKM,9,0,89964.66239457233,manhattan,1.5386966249789111,0.20646255002079536,0.5637616937469226,1.5860978922782363,0.5126483280831474,,,
mushroom,KMeans_FEKM,10,0,44927.9358431017,euclidean,1.6313204579928424,0.2197575979936028,0.5657311669128509,1.5027141560780628,0.5221875174295482,,,
mushroom,KMeans_FEKM,10,0,81825.45297297297,manhattan,1.3382795420184266,0.293793979376214,0.6070901033973413,1.46219343849421,0.567430440080823,,,
